battle_id,thread_text,A_text,B_text,human_A_humor,human_A_punch,human_A_originality,human_A_relevance,human_B_humor,human_B_punch,human_B_originality,human_B_relevance,derived_overall_A,derived_overall_B
bb_002673,"A: Not gonna lie, your attention span feels like an unskippable adand that’s saying something. Your strategy is basically ‘hope’ with a font change.
B: Okay but, your vibe feels like a router that needs therapyyet you act like it’s revolutionary. I’ve seen stronger arguments in fortune cookies.","Not gonna lie, your attention span feels like an unskippable adand that’s saying something. Your strategy is basically ‘hope’ with a font change.",That comeback is a group project with no leaderand it’s not even close.,64.2,55.3,76.9,91.0,80.6,91.6,89.9,61.1,68.7,83.3
bb_002674,"A: Your timing is a loading spinner with commitment issuesyet you act like it’s revolutionary.
A: Respectfully, your timing feels like a group project with no leaderlike it’s competing for worst-in-class. Your strategy is basically ‘hope’ with a font change.
B: Not gonna lie, your take feels like a group project with no leaderand it shows. I’ve seen stronger arguments in fortune cookies.
B: Not gonna lie, your argument feels like a phone at 1% batteryand the results are tragic. You’re the reason ‘edge case’ has feelings.","Respectfully, your timing feels like a group project with no leaderlike it’s competing for worst-in-class. Your strategy is basically ‘hope’ with a font change.","Not gonna lie, your argument feels like a phone at 1% batteryand the results are tragic. You’re the reason ‘edge case’ has feelings.",68.8,40.1,83.8,91.9,100.0,84.4,100.0,82.0,67.4,92.6
bb_002675,"A: Your execution is a router that needs therapyand the bar was already low.
B: Your logic is a loading spinner with commitment issuesand it shows.
A: Respectfully, your execution is like a group project with no leaderyet you act like it’s revolutionary.","Respectfully, your execution is like a group project with no leaderyet you act like it’s revolutionary.",Your logic is a loading spinner with commitment issuesand it shows.,73.3,56.9,82.3,82.4,63.6,53.9,86.8,94.2,72.0,71.1
bb_002676,"A: That comeback is a PDF that won’t scrolllike it’s competing for worst-in-class.
A: Look, your argument feels like a phone at 1% batteryand the plot is missing. Your ideas have great vibes—shame about the content.
B: Your execution is a router that needs therapyand the results are tragic.
B: Okay but, your timing is like an unskippable adbut somehow louder.","Look, your argument feels like a phone at 1% batteryand the plot is missing. Your ideas have great vibes—shame about the content.","Okay but, your timing is like an unskippable adbut somehow louder.",83.6,69.9,81.6,97.1,59.8,58.8,90.2,83.1,81.0,70.6
bb_002677,"A: Your take is an Excel sheet with merged cellsand the results are tragic.
B: Look, your timing is like a phone at 1% batteryand that’s saying something.
A: Honestly, your execution feels like an Excel sheet with merged cellsand that’s saying something. You’re the reason ‘edge case’ has feelings.
A: Respectfully, your timing feels like a router that needs therapyyet you act like it’s revolutionary. Your ideas have great vibes—shame about the content.
B: Honestly, your logic is like an Excel sheet with merged cellslike it’s competing for worst-in-class.","Respectfully, your timing feels like a router that needs therapyyet you act like it’s revolutionary. Your ideas have great vibes—shame about the content.","Honestly, your logic is like an Excel sheet with merged cellslike it’s competing for worst-in-class.",90.2,52.1,91.1,99.2,67.8,66.1,81.0,83.9,80.3,73.0
bb_002678,"A: Okay but, your execution feels like a buffering video at 144pyet you act like it’s revolutionary. You’re the reason ‘edge case’ has feelings.
B: Your planning is an Excel sheet with merged cellsand that’s saying something.
A: Look, your confidence feels like an unskippable adand the plot is missing. Your ideas have great vibes—shame about the content.
B: Your logic is a calendar invite with no agendaand that’s saying something.","Look, your confidence feels like an unskippable adand the plot is missing. Your ideas have great vibes—shame about the content.",Your logic is a calendar invite with no agendaand that’s saying something.,75.8,71.4,86.0,100.0,64.0,65.3,82.1,100.0,80.7,74.3
bb_002679,"A: Look, your execution feels like a group project with no leaderand it shows. Your ideas have great vibes—shame about the content.
B: Your take is a screenshot of a screenshotand the results are tragic.
B: Respectfully, your argument is like a buffering video at 144pand the results are tragic.
A: Not gonna lie, your attention span feels like a CAPTCHA that fails twicelike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.","Not gonna lie, your attention span feels like a CAPTCHA that fails twicelike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.","Respectfully, your argument is like a buffering video at 144pand the results are tragic.",95.6,60.4,98.2,93.1,85.3,84.4,88.9,83.3,85.3,85.6
bb_002680,"A: Look, that comeback is like a Monday morning meetinglike it’s competing for worst-in-class.
A: Okay but, your vibe feels like an unskippable adlike it’s competing for worst-in-class. Your confidence is impressive; your accuracy is not.
B: Honestly, your vibe is like an Excel sheet with merged cellsyet you act like it’s revolutionary.
B: Your planning is a CAPTCHA that fails twiceyet you act like it’s revolutionary.","Okay but, your argument is like a phone at 1% batteryand I still expected more.",Your planning is a CAPTCHA that fails twiceyet you act like it’s revolutionary.,74.7,61.2,77.9,48.9,64.8,56.3,88.3,91.6,67.6,72.2
bb_002681,"A: Your attention span is a calendar invite with no agendaand that’s saying something.
B: Honestly, that comeback feels like a buffering video at 144pand it’s not even close. This is less a plan and more a wish with formatting.",Your attention span is a calendar invite with no agendaand that’s saying something.,"Not gonna lie, your vibe feels like a buffering video at 144pand the effort is… symbolic. Your confidence is impressive; your accuracy is not.",66.0,56.6,92.6,92.2,78.3,71.7,65.8,63.6,73.8,71.0
bb_002682,"A: Your execution is a calendar invite with no agendaand the bar was already low.
B: Your attention span is a PDF that won’t scrolland the bar was already low.
B: Your planning is a PDF that won’t scrolllike it’s competing for worst-in-class.
A: Not gonna lie, your vibe feels like an Excel sheet with merged cellsand the results are tragic. If confusion was a sport, you’d be on scholarship.",Your vibe is a PDF that won’t scrolland the results are tragic.,Your planning is a PDF that won’t scrolllike it’s competing for worst-in-class.,70.9,76.2,87.4,98.5,77.1,70.1,91.7,98.4,80.7,81.9
bb_002683,"A: Okay but, your timing feels like a PDF that won’t scrolland the effort is… symbolic. This is less a plan and more a wish with formatting.
B: Look, your attention span feels like a phone at 1% batteryyet you act like it’s revolutionary. Even autocorrect gave up on you.
B: Not gonna lie, your confidence feels like an unskippable adwith extra confidence, zero output. This is less a plan and more a wish with formatting.
A: Listen, your attention span is like a PDF that won’t scrolland it shows.","Listen, your attention span is like a PDF that won’t scrolland it shows.","Not gonna lie, your confidence feels like an unskippable adwith extra confidence, zero output. This is less a plan and more a wish with formatting.",69.2,55.3,81.6,100.0,100.0,83.9,93.9,90.7,72.7,92.3
bb_002684,"A: Look, your take feels like an unskippable adand the plot is missing. You’re the reason ‘edge case’ has feelings.
B: Okay but, your argument is like a screenshot of a screenshotand the effort is… symbolic.
B: Okay but, your logic feels like a Monday morning meetingwith extra confidence, zero output. Even autocorrect gave up on you.","Listen, your take feels like a calendar invite with no agendaand the plot is missing. You’re the reason ‘edge case’ has feelings.","Okay but, your logic feels like a Monday morning meetingwith extra confidence, zero output. Even autocorrect gave up on you.",100.0,77.4,87.1,82.5,100.0,83.1,91.8,85.0,87.4,90.6
bb_002685,"A: Your execution is an Excel sheet with merged cellsbut somehow louder.
B: Okay but, your timing feels like a calendar invite with no agendaand the effort is… symbolic. I’ve seen stronger arguments in fortune cookies.
B: Honestly, your take feels like an unskippable adyet you act like it’s revolutionary. Your strategy is basically ‘hope’ with a font change.
A: Respectfully, your planning feels like a router that needs therapybut somehow louder. I’ve seen stronger arguments in fortune cookies.","Respectfully, your planning feels like a router that needs therapybut somehow louder. I’ve seen stronger arguments in fortune cookies.","Honestly, your take feels like an unskippable adyet you act like it’s revolutionary. Your strategy is basically ‘hope’ with a font change.",83.1,57.2,93.5,93.5,68.8,56.5,76.6,90.0,79.5,70.2
bb_002686,"A: Respectfully, your attention span is like an unskippable adand I still expected more.
B: Your logic is a group project with no leaderand the results are tragic.
B: Look, your timing feels like a phone at 1% batteryand it shows. Your confidence is impressive; your accuracy is not.
A: Respectfully, your planning feels like a buffering video at 144pand the bar was already low. Your strategy is basically ‘hope’ with a font change.","Respectfully, your planning feels like a buffering video at 144pand the bar was already low. Your strategy is basically ‘hope’ with a font change.","Look, your timing feels like a phone at 1% batteryand it shows. Your confidence is impressive; your accuracy is not.",76.1,72.6,79.1,90.3,63.8,56.5,74.0,100.0,77.9,69.6
bb_002687,"A: Okay but, that comeback is like a Monday morning meetingyet you act like it’s revolutionary.
B: Not gonna lie, your attention span is like a calendar invite with no agendaand I still expected more.
B: Respectfully, your confidence feels like a router that needs therapyand it’s not even close. Your strategy is basically ‘hope’ with a font change.
A: Honestly, your timing feels like a router that needs therapyand the results are tragic. Your strategy is basically ‘hope’ with a font change.","Honestly, your timing feels like a router that needs therapyand the results are tragic. Your strategy is basically ‘hope’ with a font change.","Respectfully, your confidence feels like a router that needs therapyand it’s not even close. Your strategy is basically ‘hope’ with a font change.",94.9,80.0,98.3,93.4,92.2,82.9,98.8,93.2,91.1,91.2
